1-cysPrx_C	80,189,172
Regulator_TrmB	65,181,144
RelA_SpoT	227,74,90
RelB	255,255,255
RelB_N	208,218,108
RelB_leu_zip	255,255,255
RelB_transactiv	255,255,255
RelE	255,255,255
Relaxase	83,211,222
Remorin_C	255,255,255
Remorin_N	255,255,255
Renin_r	255,255,255
Reo_P9	255,255,255
Reo_sigma1	255,255,255
Reo_sigmaC	255,255,255
Reoviridae_Vp9	255,255,255
Reovirus_L2	255,255,255
Reovirus_M2	255,255,255
Reovirus_Mu2	255,255,255
Reovirus_cap	255,255,255
Rep-A_N	255,255,255
RepA1_leader	255,255,255
RepA_C	255,255,255
RepA_N	221,85,68
RepB	200,195,67
RepB-RCR_reg	255,255,255
RepB_primase	255,255,255
RepC	255,255,255
RepL	101,102,220
Rep_1	255,255,255
Rep_2	85,228,225
Rep_3	255,255,255
Rep_4	255,255,255
Rep_N	255,255,255
Rep_Org_C	255,255,255
Rep_fac-A_3	255,255,255
Rep_fac-A_C	255,255,255
Rep_fac_C	255,255,255
Rep_trans	255,255,255
Replic_Relax	190,66,82
Replicase	255,255,255
Repressor_Mnt	255,255,255
Reprolysin	255,255,255
Reprolysin_2	255,255,255
Reprolysin_3	255,255,255
Reprolysin_4	56,208,194
Reprolysin_5	210,100,154
Requiem_N	255,255,255
Rer1	255,255,255
ResB	86,122,179
ResIII	51,64,189
Resistin	255,255,255
Resolvase	99,177,201
Response_reg	100,107,203
RestrictionMunI	255,255,255
RestrictionSfiI	255,255,255
Reticulon	67,120,187
Retinal	255,255,255
Retinin_C	255,255,255
Retro_M	255,255,255
Retrotran_gag_2	209,82,188
Retrotran_gag_3	59,96,219
Retrotrans_gag	255,255,255
RexA	255,255,255
RexB	255,255,255
Rft-1	255,255,255
Rgp1	255,255,255
RgpF	109,228,177
RhaA	173,83,206
RhaT	255,255,255
Rhabdo_M1	255,255,255
Rhabdo_M2	255,255,255
Rhabdo_NV	255,255,255
Rhabdo_glycop	255,255,255
Rhabdo_matrix	255,255,255
Rhabdo_ncap	255,255,255
Rhabdo_ncap_2	255,255,255
Rhamno_transf	57,62,216
Rhamnogal_lyase	255,255,255
RhgB_N	255,255,255
RhlB	255,255,255
RhoGAP	255,255,255
RhoGAP-FF1	255,255,255
RhoGEF	255,255,255
RhoGEF67_u1	255,255,255
RhoGEF67_u2	255,255,255
Rho_Binding	255,255,255
Rho_GDI	255,255,255
Rho_N	124,198,58
Rho_RNA_bind	72,224,90
Rhodanese	145,191,76
Rhodanese_C	224,104,148
RhodobacterPufX	255,255,255
Rhodopsin_N	255,255,255
Rhomboid	210,72,145
Rhomboid_N	255,255,255
Rhomboid_SP	255,255,255
Rhv	255,255,255
Rib	255,255,255
RibD_C	225,80,120
Rib_5-P_isom_A	255,255,255
Rib_hydrolayse	255,255,255
Rib_recp_KP_reg	255,255,255
Ribo_biogen_C	255,255,255
Ribonuc_2-5A	255,255,255
Ribonuc_L-PSP	93,120,208
Ribonuc_P_40	255,255,255
Ribonuc_red_2_N	186,62,61
Ribonuc_red_lgC	53,200,190
Ribonuc_red_lgN	210,206,91
Ribonuc_red_sm	88,210,197
Ribonucleas_3_2	255,255,255
Ribonucleas_3_3	134,211,63
Ribonuclease	63,100,201
Ribonuclease_3	129,202,92
Ribonuclease_P	255,255,255
Ribonuclease_T2	255,255,255
Ribophorin_I	255,255,255
Ribophorin_II	255,255,255
Ribos_L4_asso_C	255,255,255
Ribosom_S12_S23	171,52,184
Ribosom_S30AE_C	255,255,255
Ribosomal_60s	255,255,255
Ribosomal_L1	114,213,90
Ribosomal_L10	55,96,202
Ribosomal_L11	227,212,100
Ribosomal_L11_N	46,118,184
Ribosomal_L12	76,226,185
Ribosomal_L12_N	167,204,96
Ribosomal_L13	255,255,255
Ribosomal_L13e	255,255,255
Ribosomal_L14	199,87,200
Ribosomal_L14e	255,255,255
Ribosomal_L15e	255,255,255
Ribosomal_L16	83,181,60
Ribosomal_L17	255,255,255
Ribosomal_L18	255,255,255
Ribosomal_L18A	255,255,255
Ribosomal_L18_c	255,255,255
Ribosomal_L18p	220,108,173
Ribosomal_L19	108,217,162
Ribosomal_L19e	255,255,255
Ribosomal_L2	213,207,104
Ribosomal_L20	221,85,111
Ribosomal_L21e	255,255,255
Ribosomal_L21p	211,146,57
Ribosomal_L22	190,183,69
Ribosomal_L22e	255,255,255
Ribosomal_L23	65,158,189
Ribosomal_L23eN	178,197,82
Ribosomal_L24e	255,255,255
Ribosomal_L25p	79,225,110
Ribosomal_L26	255,255,255
Ribosomal_L27	108,228,174
Ribosomal_L27A	203,58,220
Ribosomal_L27e	255,255,255
Ribosomal_L28	191,73,161
Ribosomal_L28e	255,255,255
Ribosomal_L29	70,190,177
Ribosomal_L29e	255,255,255
Ribosomal_L2_C	193,151,57
Ribosomal_L3	197,86,167
Ribosomal_L30	207,62,181
Ribosomal_L30_N	255,255,255
Ribosomal_L31	63,90,213
Ribosomal_L31e	255,255,255
Ribosomal_L32e	255,255,255
Ribosomal_L32p	54,205,64
Ribosomal_L33	82,52,197
Ribosomal_L34	255,255,255
Ribosomal_L34e	255,255,255
Ribosomal_L35Ae	255,255,255
Ribosomal_L35p	87,201,54
Ribosomal_L36	48,189,105
Ribosomal_L36e	255,255,255
Ribosomal_L37	255,255,255
Ribosomal_L37ae	255,255,255
Ribosomal_L37e	255,255,255
Ribosomal_L38e	255,255,255
Ribosomal_L39	255,255,255
Ribosomal_L4	62,201,93
Ribosomal_L40e	255,255,255
Ribosomal_L41	255,255,255
Ribosomal_L44	255,255,255
Ribosomal_L5	57,229,170
Ribosomal_L50	255,255,255
Ribosomal_L5_C	105,205,77
Ribosomal_L5e	255,255,255
Ribosomal_L6	227,72,90
Ribosomal_L6e	255,255,255
Ribosomal_L6e_N	255,255,255
Ribosomal_L7Ae	77,155,188
Ribosomal_L9_C	255,255,255
Ribosomal_L9_N	255,255,255
Ribosomal_S10	99,223,207
Ribosomal_S11	255,255,255
Ribosomal_S12	255,255,255
Ribosomal_S13	255,255,255
Ribosomal_S13_N	255,255,255
Ribosomal_S14	82,133,215
Ribosomal_S15	176,72,186
Ribosomal_S16	180,71,61
Ribosomal_S17	192,85,189
Ribosomal_S17_N	255,255,255
Ribosomal_S17e	255,255,255
Ribosomal_S18	195,114,97
Ribosomal_S19	66,199,57
Ribosomal_S19e	255,255,255
Ribosomal_S2	60,213,66
Ribosomal_S20p	198,77,61
Ribosomal_S21	255,255,255
Ribosomal_S21e	255,255,255
Ribosomal_S22	255,255,255
Ribosomal_S24e	255,255,255
Ribosomal_S25	85,85,178
Ribosomal_S26e	255,255,255
Ribosomal_S27	255,255,255
Ribosomal_S27e	68,222,88
Ribosomal_S28e	255,255,255
Ribosomal_S30	255,255,255
Ribosomal_S30AE	255,255,255
Ribosomal_S3Ae	255,255,255
Ribosomal_S3_C	77,159,219
Ribosomal_S4	219,191,78
Ribosomal_S4Pg	255,255,255
Ribosomal_S4e	255,255,255
Ribosomal_S5	182,82,215
Ribosomal_S5_C	206,57,132
Ribosomal_S6	255,255,255
Ribosomal_S6e	255,255,255
Ribosomal_S7	205,95,228
Ribosomal_S7e	255,255,255
Ribosomal_S8	115,86,204
Ribosomal_S8e	255,255,255
Ribosomal_S9	255,255,255
Ribosomal_TL5_C	228,79,104
Ribul_P_3_epim	51,162,202
Ric8	255,255,255
RicinB_lectin_2	112,220,73
Ricin_B_lectin	109,123,228
Rick_17kDa_Anti	255,255,255
Rieske	186,77,145
Rieske_2	199,54,100
Rieske_3	57,126,224
Rif1_N	255,255,255
RimK	192,59,192
RimM	203,57,98
Rimk_N	58,214,104
RinB	255,255,255
Ring_hydroxyl_A	76,134,184
Ring_hydroxyl_B	202,87,131
Rio2_N	255,255,255
Ripply	255,255,255
RisS_PPD	255,255,255
Rit1_C	255,255,255
RlaP	206,132,102
RlmM_FDX	100,228,183
RloB	110,221,79
RmlD_sub_bind	196,203,60
RmuC	255,255,255
RnaseA	255,255,255
Rnf-Nqr	255,255,255
RnfC_N	96,101,217
Rnk_N	255,255,255
RnlA_toxin	255,255,255
RnlB_antitoxin	255,255,255
Robl_LC7	60,73,216
Roc	255,255,255
Rod-binding	255,255,255
Rod_C	255,255,255
Rod_cone_degen	255,255,255
Rogdi_lz	255,255,255
RolB_RolC	255,255,255
Rol_Rep_N	140,92,190
Romo1	255,255,255
Root_cap	255,255,255
Rootletin	255,255,255
Rop	255,255,255
Rop-like	255,255,255
Rossmann-like	179,64,145
Rot1	255,255,255
Rota_Capsid_VP6	255,255,255
Rota_NS26	255,255,255
Rota_NS35	255,255,255
Rota_NS53	255,255,255
Rota_NS6	255,255,255
Rota_NSP3	255,255,255
Rota_NSP4	255,255,255
Rota_VP2	255,255,255
Rota_VP4_MID	255,255,255
Rotamase	255,255,255
Rotamase_2	77,77,182
Rotamase_3	255,255,255
Rotavirus_VP1	255,255,255
Rotavirus_VP3	255,255,255
Rotavirus_VP7	255,255,255
Roughex	255,255,255
Rox3	255,255,255
Rpn3_C	255,255,255
Rpp20	255,255,255
Rpr2	255,255,255
RraA-like	59,211,194
RraB	134,65,184
Rrf2	73,178,133
Rrn6	255,255,255
RrnaAD	71,217,122
Rrp15p	255,255,255
Rrp40_N	211,86,91
Rrp44_CSD1	255,255,255
Rrp44_S1	255,255,255
Rsa3	255,255,255
RsbRD_N	198,167,89
RsbU_N	255,255,255
Rsbr_N	255,255,255
Rsc14	255,255,255
RsdA_SigD_bd	255,255,255
Rsd_AlgQ	255,255,255
RseA_C	255,255,255
RseA_N	255,255,255
RseC_MucC	255,255,255
RsfS	221,171,70
RsgA_GTPase	89,182,98
RsgA_N	255,255,255
RsgI_N	255,255,255
RskA	84,179,192
Rsm1	255,255,255
Rsm22	136,87,180
RsmF_methylt_CI	255,255,255
RsmJ	255,255,255
RtcB	183,76,169
RtcR	255,255,255
RteC	255,255,255
Rtf2	255,255,255
Rtt102p	255,255,255
Rtt106	187,66,119
RtxA	255,255,255
RuBisCO_large	255,255,255
RuBisCO_large_N	255,255,255
RuBisCO_small	255,255,255
RuBisCo_chap_C	104,82,189
Rubella_Capsid	255,255,255
Rubella_E1	255,255,255
Rubella_E2	255,255,255
Rubi_NSP_C	255,255,255
Rubis-subs-bind	255,255,255
Rubredoxin	130,88,185
Rubredoxin_2	197,95,157
Rubredoxin_C	227,168,113
Rubrerythrin	214,77,220
Runt	255,255,255
RunxI	255,255,255
RusA	85,152,190
RuvA_C	172,84,203
RuvA_N	204,83,198
RuvB_C	193,73,193
RuvB_N	227,103,204
RuvC	66,99,183
RuvC_1	53,105,200
RuvC_III	225,145,86
RuvX	255,255,255
Rv2175c_C	195,124,49
Rxt3	255,255,255
RyR	108,186,62
Rz1	255,255,255
S-AdoMet_synt_C	192,53,113
S-AdoMet_synt_M	81,223,98
S-AdoMet_synt_N	202,217,80
S-antigen	255,255,255
S-l_SbsC_C	98,142,217
S-layer	255,255,255
S-methyl_trans	130,111,228
S1	102,56,190
S1-P1_nuclease	255,255,255
S1-like	255,255,255
S100PBPR	255,255,255
S10_plectin	255,255,255
S19	255,255,255
S1FA	255,255,255
S1_2	255,255,255
S36_mt	255,255,255
S4	93,184,76
S4_2	124,65,187
S6OS1	255,255,255
S6PP	182,78,181
S6PP_C	255,255,255
S8_pro-domain	255,255,255
SAA	88,199,189
SAB	255,255,255
SAC3	255,255,255
SAC3_GANP	255,255,255
SAD_SRA	109,221,161
SAE2	255,255,255
SAF	203,50,144
SAG	255,255,255
SAGA-Tad1	255,255,255
SAICAR_synt	75,117,191
SAM35	255,255,255
SAMP	255,255,255
SAM_1	255,255,255
SAM_2	255,255,255
SAM_DrpA	183,214,58
SAM_HAT_C	202,56,68
SAM_HAT_N	85,209,108
SAM_KSR1	255,255,255
SAM_LFY	255,255,255
SAM_MT	226,70,226
SAM_PNT	255,255,255
SAM_Ste50p	255,255,255
SAM_adeno_trans	103,77,209
SAM_decarbox	255,255,255
SAND	255,255,255
SANTA	255,255,255
SANT_DAMP1_like	255,255,255
SAP	255,255,255
SAP130_C	255,255,255
SAP18	255,255,255
SAP25	255,255,255
SAP30_Sin3_bdg	255,255,255
SAPI	255,255,255
SAPIS-gp6	255,255,255
SAPS	255,255,255
SARA	255,255,255
SARAF	255,255,255
SARG	255,255,255
SARS_3b	255,255,255
SARS_X4	255,255,255
SARS_lipid_bind	255,255,255
SART-1	255,255,255
SAS-6_N	255,255,255
SAS4	255,255,255
SASA	255,255,255
SASP	108,209,56
SASP_gamma	255,255,255
SASRP1	255,255,255
SAT	77,115,183
SATase_N	66,167,178
SAUGI	179,55,77
SAVED	105,82,184
SAWADEE	255,255,255
SAYSvFN	255,255,255
SBBP	54,187,121
SBD	226,110,142
SBDS	104,225,214
SBDS_C	255,255,255
SBD_N	217,82,111
SBE2	255,255,255
SBF	139,96,196
SBF2	255,255,255
SBF_like	154,198,90
SBP	255,255,255
SBP56	89,133,183
SBP_bac_1	195,119,75
SBP_bac_10	255,255,255
SBP_bac_11	202,228,104
SBP_bac_3	186,76,141
SBP_bac_5	199,94,116
SBP_bac_6	176,192,49
SBP_bac_8	66,211,58
SCA7	255,255,255
SCAB-ABD	255,255,255
SCAB-Ig	255,255,255
SCAB_CC	255,255,255
SCAI	255,255,255
SCAMP	255,255,255
SCAN	255,255,255
SCAPER_N	255,255,255
SCF	255,255,255
SCFA_trans	164,106,226
SCHIP-1	255,255,255
SCIFF	255,255,255
SCIMP	255,255,255
SCNM1_acidic	255,255,255
SCO1-SenC	86,217,172
SCP-1	255,255,255
SCP1201-deam	208,61,98
SCP2	56,163,207
SCP2_2	61,215,182
SCPU	255,255,255
SCP_3	154,95,205
SCRG1	255,255,255
SCRL	255,255,255
SCVP	255,255,255
SDA1	255,255,255
SDF	141,207,101
SDH_C	223,80,154
SDH_alpha	104,203,99
SDH_beta	68,217,124
SDH_sah	255,255,255
SDP_N	255,255,255
SE	93,72,221
SEA	255,255,255
SEC-C	86,60,197
SEEEED	255,255,255
SEEK1	255,255,255
SEF14_adhesin	255,255,255
SEFIR	255,255,255
SEN1_N	255,255,255
SEO_C	255,255,255
SEO_N	255,255,255
SEP	193,91,120
SERTA	255,255,255
SET	69,182,89
SET_assoc	255,255,255
SF-assemblin	255,255,255
SF1-HH	204,151,78
SF3A2	255,255,255
SF3A3	255,255,255
SF3a60_bindingd	255,255,255
SF3b1	255,255,255
SF3b10	255,255,255
SFTA2	255,255,255
SGBP_B_XBD	209,193,95
SGIII	255,255,255
SGL	210,60,225
SGP	255,255,255
SGS	255,255,255
SGT1	255,255,255
SGTA_dimer	255,255,255
SH	255,255,255
SH2	255,255,255
SH2_2	255,255,255
SH3-RhoG_link	255,255,255
SH3-WW_linker	255,255,255
SH3BGR	255,255,255
SH3BP5	255,255,255
SH3_1	255,255,255
SH3_13	205,111,224
SH3_16	69,91,202
SH3_18	100,92,188
SH3_2	255,255,255
SH3_3	109,88,194
SH3_4	255,255,255
SH3_5	255,255,255
SH3_6	255,255,255
SH3_7	255,255,255
SH3_9	255,255,255
SHD1	255,255,255
SHE3	255,255,255
SHIPPO-rpt	255,255,255
SHIRT	89,137,192
SHMT	215,97,215
SHNi-TPR	255,255,255
SHOCT	97,185,199
SHP	255,255,255
SHQ1	255,255,255
SHR-BD	255,255,255
SHR3_chaperone	255,255,255
SHS2_FTSA	255,255,255
SHS2_Rpb7-N	255,255,255
SIC	255,255,255
SICA_C	255,255,255
SICA_alpha	255,255,255
SICA_beta	255,255,255
SID	255,255,255
SID-1_RNA_chan	255,255,255
SIKE	255,255,255
SIL1	255,255,255
SIMPL	88,209,165
SIM_C	255,255,255
SIN1	255,255,255
SIN1_PH	255,255,255
SIP	75,222,95
SIP1	71,128,193
SIR2	83,217,165
SIR2_2	70,187,154
SIR4_SID	255,255,255
SIS	212,106,227
SIS_2	87,217,81
SIT	255,255,255
SIX1_SD	255,255,255
SKA1	255,255,255
SKA2	255,255,255
SKG6	255,255,255
SKI	62,197,58
SKICH	135,188,79
SKIP_SNW	255,255,255
SKN1	255,255,255
SK_channel	255,255,255
SL4P	255,255,255
SLAC1	57,210,126
SLAIN	255,255,255
SLAM	255,255,255
SLATT_1	94,136,203
SLATT_2	183,191,90
SLATT_3	179,68,79
SLATT_4	82,211,94
SLATT_5	144,93,208
SLATT_6	68,194,131
SLBB	92,145,209
SLBP_RNA_bind	255,255,255
SLC12	255,255,255
SLC35F	255,255,255
SLC3A2_N	255,255,255
SLD3	255,255,255
SLD5_C	255,255,255
SLED	255,255,255
SLH	106,215,138
SLIDE	255,255,255
SLM4	255,255,255
SLR1-BP	255,255,255
SLS	255,255,255
SLT	181,60,156
SLT_2	215,60,195
SLT_L	255,255,255
SLT_beta	255,255,255
SLX9	255,255,255
SLY	255,255,255
SM-ATX	255,255,255
SMAP	255,255,255
SMBP	255,255,255
SMC_N	255,255,255
SMC_Nse1	255,255,255
SMC_ScpA	108,221,89
SMC_ScpB	80,215,127
SMC_hinge	255,255,255
SMG1	255,255,255
SMG1_N	255,255,255
SMI1_KNR4	197,180,87
SMK-1	255,255,255
SMN	255,255,255
SMODS	97,127,201
SMP	215,87,199
SMP_2	255,255,255
SMP_LBD	255,255,255
SMRP1	255,255,255
SNAP	255,255,255
SNAP-25	255,255,255
SNAPc19	255,255,255
SNAPc_SNAP43	255,255,255
SNARE	255,255,255
SNARE_assoc	145,188,82
SNCAIP_SNCA_bd	255,255,255
SNF	66,100,219
SNF2_N	180,113,64
SNF2_assoc	255,255,255
SNF5	174,204,64
SNN_cytoplasm	255,255,255
SNN_linker	255,255,255
SNN_transmemb	255,255,255
SNO	204,136,90
SNRNP27	255,255,255
SNURF	255,255,255
SNase	119,223,110
SOAR	255,255,255
SOBP	255,255,255
SOCS	255,255,255
SOCS_box	255,255,255
SOG2	255,255,255
SOGA	255,255,255
SOP4	255,255,255
SOR	255,255,255
SOR_SNZ	92,196,180
SOSSC	255,255,255
SOTI	255,255,255
SOUL	182,194,49
SOXp	255,255,255
SO_alpha_A3	117,90,193
SP2	255,255,255
SP24	255,255,255
SPA	255,255,255
SPACA7	255,255,255
SPACA9	255,255,255
SPAM	255,255,255
SPAN	255,255,255
SPAN-X	255,255,255
SPARC_Ca_bdg	255,255,255
SPAR_C	255,255,255
SPASM	183,66,65
SPATA19	255,255,255
SPATA1_C	255,255,255
SPATA24	255,255,255
SPATA25	255,255,255
SPATA3	255,255,255
SPATA48	255,255,255
SPATA6	255,255,255
SPATA9	255,255,255
SPATIAL	255,255,255
SPC12	255,255,255
SPC22	255,255,255
SPC25	255,255,255
SPDY	78,121,222
SPEG_u2	255,255,255
SPESP1	255,255,255
SPG4	255,255,255
SPG48	255,255,255
SPICE	255,255,255
SPK	255,255,255
SPO11_like	255,255,255
SPO22	255,255,255
SPOB_a	215,217,87
SPOB_ab	255,255,255
SPOC	255,255,255
SPOR	173,203,80
SPOUT_MTase	187,85,81
SPOUT_MTase_2	255,255,255
SPP	255,255,255
SPR1	255,255,255
SPRR2	255,255,255
SPRY	188,212,53
SPT16	255,255,255
SPT2	88,124,191
SPT6_acidic	255,255,255
SPT_ssu-like	255,255,255
SPW	180,46,115
SPX	87,188,139
SP_C-Propep	255,255,255
SQAPI	255,255,255
SQHop_cyclase_C	191,58,201
SQHop_cyclase_N	88,190,89
SQS_PSY	178,91,49
SR-25	255,255,255
SR1P	255,255,255
SRA	117,81,193
SRA1	255,255,255
SRAP	152,181,61
SRC-1	255,255,255
SRCR	255,255,255
SRCR_2	255,255,255
SRF-TF	199,148,87
SRI	255,255,255
SRP-alpha_N	255,255,255
SRP14	255,255,255
SRP19	255,255,255
SRP1_TIP1	255,255,255
SRP40_C	255,255,255
SRP54	107,219,168
SRP54_N	179,66,186
SRP68	255,255,255
SRP72	255,255,255
SRP9-21	255,255,255
SRPRB	255,255,255
SRP_SPB	109,179,74
SRP_TPR_like	255,255,255
SRR	255,255,255
SRR1	255,255,255
SRRM_C	255,255,255
SRTM1	255,255,255
SRX	255,255,255
SSB	64,225,98
SSDP	255,255,255
SSF	49,186,178
SSFA2_C	255,255,255
SSI	206,130,72
SSL_N	107,191,92
SSL_OB	255,255,255
SSP160	255,255,255
SSPI	255,255,255
SSTK-IP	255,255,255
SSURE	255,255,255
SSV1_ORF_D-335	255,255,255
SSXRD	255,255,255
SSXT	255,255,255
SSrecog	255,255,255
ST7	255,255,255
STAC2_u1	255,255,255
STAG	255,255,255
STALD	223,91,190
START	180,78,139
STAR_dimer	255,255,255
STAS	219,58,116
STAS_2	206,83,63
STAT1_TAZ2bind	255,255,255
STAT2_C	255,255,255
STAT6_C	255,255,255
STAT_alpha	255,255,255
STAT_bind	255,255,255
STAT_int	255,255,255
STD1	255,255,255
STE	255,255,255
STE2	255,255,255
STE3	255,255,255
STELLO	255,255,255
STG	255,255,255
STI1	222,88,84
STIL_N	255,255,255
STIMATE	255,255,255
STN	78,190,205
STN1_2	255,255,255
STOP	255,255,255
STPPase_N	255,255,255
STT3	255,255,255
STb_secrete	255,255,255
SUA5	255,255,255
SUD-M	255,255,255
SUFU	71,228,75
SUFU_C	255,255,255
SUI1	255,255,255
SUIM_assoc	255,255,255
SUKH-3	56,100,224
SUKH-4	62,89,208
SUKH_5	255,255,255
SUKH_6	87,162,215
SUN	255,255,255
SUR7	255,255,255
SURF1	74,198,177
SURF2	255,255,255
SURF4	255,255,255
SURF6	255,255,255
SURNod19	255,255,255
SUV3_C	255,255,255
SUZ	255,255,255
SUZ-C	255,255,255
SUa-2TM	136,208,83
SVA	255,255,255
SVIP	255,255,255
SVM_signal	255,255,255
SVS_QK	255,255,255
SVWC	255,255,255
SWC7	255,255,255
SWI-SNF_Ssr4	255,255,255
SWI2_SNF2	95,195,94
SWIB	255,255,255
SWIM	76,197,68
SWIRM	255,255,255
SWIRM-assoc_1	255,255,255
SWIRM-assoc_2	255,255,255
SWIRM-assoc_3	255,255,255
SWM_repeat	255,255,255
SYCE1	255,255,255
SYF2	255,255,255
SYS1	255,255,255
S_100	255,255,255
S_2TMBeta	191,60,219
S_4TM	214,107,147
S_layer_C	255,255,255
S_layer_N	255,255,255
S_locus_glycop	255,255,255
S_tail_recep_bd	255,255,255
Sa_NUDIX	186,52,75
Saccharop_dh_N	255,255,255
Sacchrp_dh_C	207,175,94
Sacchrp_dh_NADP	90,186,91
Sad1_UNC	255,255,255
Saf-Nte_pilin	255,255,255
SafA	255,255,255
Salp15	255,255,255
Salt_tol_Pase	255,255,255
Sam68-YY	255,255,255
SapA	255,255,255
SapB_1	255,255,255
SapB_2	255,255,255
SapC	104,217,175
Sar8_2	255,255,255
Sarcoglycan_1	255,255,255
Sarcoglycan_2	255,255,255
Sarcolipin	255,255,255
Sars6	255,255,255
Sas10	181,72,57
Sas10_Utp3	124,95,209
SasG_E	255,255,255
SatD	255,255,255
SatRNA_48	255,255,255
Saw1	255,255,255
Say1_Mug180	255,255,255
SbcCD_C	84,179,84
SbcD_C	182,136,65
Sbi-IV	255,255,255
SbmA_BacA	255,255,255
SbsC_C	97,145,208
Sbt_1	255,255,255
Scaffolding_pro	255,255,255
ScdA_N	255,255,255
SchA_CurD	75,209,181
Sclerostin	255,255,255
Scm3	255,255,255
Scramblase	188,57,198
Scs3p	255,255,255
ScsC_N	221,94,90
Scytalone_dh	137,188,83
Sda	255,255,255
Sde2_N_Ubi	255,255,255
Sdh5	255,255,255
Sdh_cyt	209,69,110
SdiA-regulated	255,255,255
SdpA	91,153,207
SdpI	74,217,194
SdrD_B	208,64,160
SdrG_C_C	90,195,195
Sds3	255,255,255
Se-cys_synth_N	226,160,102
Seadorna_VP6	255,255,255
Seadorna_VP7	255,255,255
Seadorna_Vp10	255,255,255
Sec-ASP3	255,255,255
Sec1	255,255,255
Sec10	255,255,255
Sec15	255,255,255
Sec16	255,255,255
Sec16_C	255,255,255
Sec16_N	255,255,255
Sec20	255,255,255
Sec23_BS	255,255,255
Sec23_helical	255,255,255
Sec23_trunk	255,255,255
Sec2p	255,255,255
Sec3-PIP2_bind	255,255,255
Sec31	255,255,255
Sec34	255,255,255
Sec39	255,255,255
Sec3_C	255,255,255
Sec3_C_2	255,255,255
Sec5	255,255,255
Sec6	255,255,255
Sec61_beta	255,255,255
Sec62	255,255,255
Sec63	255,255,255
Sec66	255,255,255
Sec7	255,255,255
Sec7_N	255,255,255
Sec8_exocyst	255,255,255
SecA_DEAD	132,192,80
SecA_PP_bind	255,255,255
SecA_SW	120,183,49
SecB	255,255,255
SecD-TM1	255,255,255
SecD_SecF	183,133,79
SecE	213,62,204
SecG	226,130,104
SecIII_SopE_N	255,255,255
SecM	255,255,255
SecY	92,194,212
Sec_GG	195,145,79
Secapin	255,255,255
Secretin	59,184,59
Secretin_N	112,201,90
Secretin_N_2	255,255,255
Secretogranin_V	255,255,255
Securin	255,255,255
Sedlin_N	255,255,255
Seipin	255,255,255
Sel1	190,55,164
SelA	95,92,203
SelB-wing_1	255,255,255
SelB-wing_2	255,255,255
SelB-wing_3	77,192,121
SelK_SelG	255,255,255
SelP_C	255,255,255
SelP_N	255,255,255
SelR	192,99,202
Sel_put	114,219,96
SeleniumBinding	255,255,255
Selenoprotein_S	255,255,255
Self-incomp_S1	207,71,220
Sema	255,255,255
Semenogelin	255,255,255
Semialdhyde_dh	191,106,221
Semialdhyde_dhC	57,188,185
Sen15	255,255,255
Senescence	51,198,91
Senescence_reg	255,255,255
Sensor	58,158,187
Sensor_TM1	255,255,255
Sep15_SelM	255,255,255
SepA	183,169,72
SepF	49,194,147
SepQ	255,255,255
SepSecS	255,255,255
SepZ	255,255,255
Septin	255,255,255
Septum_form	113,199,62
SeqA	255,255,255
SeqA_N	255,255,255
SerH	255,255,255
Ser_hydrolase	74,96,227
Serendipity_A	255,255,255
Serglycin	255,255,255
Serinc	255,255,255
Serine_protease	87,77,196
Serine_rich	255,255,255
Serpentine_r_xa	255,255,255
Serpin	215,65,166
Serpulina_VSP	255,255,255
Serum_albumin	255,255,255
Seryl_tRNA_N	220,109,118
SesA	255,255,255
Ses_B	66,107,224
Sex_peptide	255,255,255
SfLAP	86,70,182
Sfi1	255,255,255
Sfi1_C	255,255,255
SfsA	255,255,255
SfsA_N	218,216,89
Sgf11	255,255,255
SgrR_N	255,255,255
SgrT	255,255,255
ShK	255,255,255
Sh_2	255,255,255
Shadoo	255,255,255
Shal-type	255,255,255
Sharpin_PH	255,255,255
She2p	255,255,255
She9_MDM33	255,255,255
Shigella_OspC	255,255,255
Shikimate_DH	94,182,59
Shikimate_dh_N	145,207,53
Shisa	255,255,255
ShlB	255,255,255
Shufflon_N	255,255,255
Shugoshin_C	255,255,255
Shugoshin_N	255,255,255
Siah-Interact_N	255,255,255
Sial-lect-inser	255,255,255
Sialidase	255,255,255
SicP-binding	255,255,255
Sid-5	255,255,255
SidC_N	209,167,103
SidE	255,255,255
SieB	255,255,255
Sif	255,255,255
Sigma54_AID	255,255,255
Sigma54_CBD	255,255,255
Sigma54_DBD	255,255,255
Sigma54_activ_2	255,255,255
Sigma54_activat	101,145,216
Sigma70_ECF	255,255,255
Sigma70_ner	255,255,255
Sigma70_r1_1	255,255,255
Sigma70_r1_2	210,210,74
Sigma70_r2	184,59,197
Sigma70_r3	66,187,131
Sigma70_r4	75,207,224
Sigma70_r4_2	222,103,144
Sigma_1_2	255,255,255
Sigma_1s	255,255,255
Sigma_M_inh	255,255,255
Sigma_reg_C	255,255,255
Sigma_reg_N	255,255,255
Silic_transp	255,255,255
Sin3_corepress	255,255,255
Sin3a_C	255,255,255
SinI	160,74,217
Sin_N	255,255,255
Sina	50,79,182
SipA	255,255,255
Sipho_Gp157	255,255,255
Sipho_Gp37	219,79,57
Sipho_tail	255,255,255
Sir1	255,255,255
SirA	255,255,255
SirB	255,255,255
Sirohm_synth_C	255,255,255
