bgc_id	motif_id	n_training_matches	score_threshold	score	hit_genes
BGC0002374	M1885	174	19.601	37.968	AS-Chal_sti_synt_N_c36;HMG_CoA_synt_C,AS-PKS_AT_c20,AS-t2pks2_c2,Acyl_transf_1_c7,ECH_1_c18
BGC0002374	MG1484_M0032_M2806_M2894	31	-93.284	-89.812	AS-p450_c29,Methyltransf_23,Rieske
BGC0002374	MG1590_M2030_M2031_M2032_M2233_M2504_M2627_M2637_M2755_M2773_M2774	1112	-25.995	-12.316	Rieske,SpoIIE
BGC0002374	MG1983_M1848_M1890	214	8.91	23.348	AS-t2pks2_c2,Acyl_transf_1_c7,ECH_1_c18,ECH_1_c42
BGC0002374	MG450_M0751_M2593_M2610	813	7.728	20.301	AS-MGT_c0,AS-RmlD_sub_bind_c29,GDP_Man_Dehyd,NTP_transferase
BGC0002376	M0454	321	7.756	7.756	AP_endonuc_2,Sugar_tr
BGC0002376	M0674	165	7.524	7.524	AS-PF00561,Metallophos
BGC0002376	M0712	147	10.472	10.472	AS-AMP-binding_c38,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3
BGC0002376	M0768	124	8.466	22.903	4PPT_N;ACPS_c30,FAD_binding_3_c37,Metallophos,Thioesterase_c3
BGC0002376	M0932	359	6.485	6.485	Carboxyl_trans,Sugar_tr
BGC0002376	M1098	188	13.076	21.468	AS-PKS_AT_c24,AS-Stand_Alone_Lasso_RRE_c4,Thioesterase_c3
BGC0002376	M1198	73	35.408	49.478	AS-AMP-binding_c13,AS-AMP-binding_c38,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3,AS-PKS_AT_c24,AS-Stand_Alone_Lasso_RRE_c4,B12-binding_c2,Met_asp_mut_E,Thioesterase_c3
BGC0002376	M1199	295	4.574	28.505	AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3,AS-Stand_Alone_Lasso_RRE_c4,B12-binding_c2,Met_asp_mut_E
BGC0002376	M1292	67	9.353	9.353	AS-AMP-binding_c13,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3
BGC0002376	MG1200_M1237_M2686_M2732	609	2.048	12.859	B12-binding_c2,Met_asp_mut_E
BGC0002376	MG1484_M0032_M2806_M2894	31	-93.284	-88.299	AS-PF00561,AS-PKS_AT_c24,AS-p450_c26
BGC0002376	MG1887_M0366_M0416	424	-1.537	5.269	AS-PF00561,Sugar_tr
BGC0002377	M0056	42	9.919	12.649	AS-PP-binding_c29,AS-PP-binding_c30,Thioesterase_c19
BGC0002377	M1177	121	6.652	20.629	AS-AMP-binding_c38;AS-PP-binding_c9,KR_c26,Thioesterase_c21
BGC0002377	M1538	296	-2.272	31.968	AS-PP-binding_c29,AS-ladderane_c25,AS-t2clf_c12,FabA_c17
BGC0002377	MG1126_M1540_M1548	90	40.129	74.624	AS-PP-binding_c29,AS-PP-binding_c30,AS-ladderane_c23,AS-ladderane_c25,AS-t2clf_c12,AS-t2fas_c13,AS-t2fas_c2,DSBA,FabA_c17,FabA_c2,FabA_c6;FabA_c17
BGC0002377	MG1127_M1539_M1553_M1584	345	12.868	62.319	AS-PP-binding_c29,AS-ladderane_c23,AS-ladderane_c25,AS-t2clf_c12,AS-t2fas_c13,AS-t2fas_c2,DSBA,FabA_c17,FabA_c2
BGC0002377	MG1484_M0032_M2806_M2894	31	-93.284	-87.809	KR_c21,Pyr_redox_2_c11;Reductase_C
BGC0002377	MG149_M2827_M2837_M2838	23	-25.855	-19.881	AS-AMP-binding_c38;AS-PP-binding_c9,Amino_oxidase_c27
BGC0002378	M0109	61	7.519	7.519	AS-Abhydrolase_6,PALP
BGC0002378	M0264	55	8.63	8.63	DSBA,PALP
BGC0002378	M0662	57	37.402	62.262	AS-Condensation_c32;AS-AMP-binding_c38;AS-PP-binding_c43,AS-PP-binding_c29,AS-ladderane_c12,B12-binding_c2,DSBA,FabA_c17,FabA_c6,Met_asp_mut_E,OCD_Mu_crystall,PALP
BGC0002378	M0968	58	2.928	18.582	B12-binding_c2,Met_asp_mut_E,OCD_Mu_crystall,PALP
BGC0002378	M1538	296	-2.272	10.308	AS-PP-binding_c29,FabA_c17
BGC0002378	MG1127_M1539_M1553_M1584	345	12.868	36.546	AS-PP-binding_c29,AS-ladderane_c23,AS-t2fas_c13,AS-t2fas_c2,DSBA,FabA_c17
BGC0002378	MG1176_M0837_M0950_M0951_M0997_M1000_M1001	2290	8.092	8.092	OCD_Mu_crystall,PALP
BGC0002378	MG1200_M1237_M2686_M2732	609	2.048	12.859	B12-binding_c2,Met_asp_mut_E
BGC0002379	M0163	280	6.233	6.233	Flavin_Reduct,Sugar_tr
BGC0002379	M0295	198	5.836	5.836	AS-MannoseP_isomer_c2,Methyltransf_2
BGC0002379	M0358	99	5.933	5.933	KR_c0,Sugar_tr
BGC0002379	M0371	234	6.714	6.714	DJ-1_PfpI,Sugar_tr
BGC0002379	M0599	418	5.307	5.307	AS-MannoseP_isomer_c2,Sugar_tr
BGC0002379	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0002379	M0987	305	7.531	7.531	Aldedh,Flavin_Reduct
BGC0002379	MG1484_M0032_M2806_M2894	31	-93.284	-91.299	Gly_kinase,Methyltransf_23
BGC0002379	MG1787_M0501_M0502	474	6.14	6.14	AS-MannoseP_isomer_c2,Aldedh
BGC0002381	M0648	102	3.842	21.864	AS-PP-binding_c30,AS-PPDK_N_c8;PEP-utilizers,AS-fabH_c2,Thioesterase_c18
BGC0002381	MG1357_M1293_M1551_M1552	336	-9.109	5.155	AS-Aminotran_3_c44,AS-fabH_c2,Aldedh,Polyketide_cyc
BGC0002383	M0496	269	3.814	8.699	Flavin_Reduct,SnoaL_4
BGC0002383	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0002383	M1854	31	-4.028	2.646	AS-DegT_DnrJ_EryC1_c47,Epimerase_c47
BGC0002383	MG1423_M1723_M1852	74	-6.585	9.18	AS-DegT_DnrJ_EryC1_c47,Epimerase_c47,Hexose_dehydrat
BGC0002383	MG1523_M1029_M1031	539	14.904	33.495	AS-t2clf_c28,AS-t2clf_c39,Cyclase_polyket,FAD_binding_3_c46,Polyketide_cyc2,SnoaL_4
BGC0002383	MG1524_M0073_M0590	631	3.673	12.961	AS-t2clf_c28,AS-t2clf_c39
BGC0002383	MG450_M0751_M2593_M2610	813	7.728	7.728	GDP_Man_Dehyd,NTP_transferase
BGC0002384	MG345_M2530_M2911	312	4.812	5.483	AS-Bac_transf_c4,AS-Poly_export_c6
BGC0002385	M0581	101	10.025	10.025	KR_c21,NMO
BGC0002385	M1885	174	19.601	37.968	AS-Chal_sti_synt_N_c36;HMG_CoA_synt_C,AS-PKS_AT_c20,AS-t2pks2_c2,Acyl_transf_1_c7,ECH_1_c18
BGC0002385	MG1983_M1848_M1890	214	8.91	15.519	AS-t2pks2_c2,Acyl_transf_1_c7,ECH_1_c18
BGC0002387	MG1378_M2130_M2134_M2150_M2172_M2175_M2176	657	-4.649	17.262	4HBT_c40,DUF1702,FG-GAP_3;UnbV_ASPIC
BGC0002387	MG1381_M2142_M2159	294	18.367	28.049	4HBT_c40,AS-APH_c44,DUF1702,FG-GAP_3;UnbV_ASPIC
BGC0002394	M0153	118	1.762	10.236	AS-p450_c16,AS-p450_c7
BGC0002402	M0153	118	1.762	1.762	AS-p450_c7,Sugar_tr
BGC0002404	M0956	321	-4.34	9.751	FA_desaturase,FA_hydroxylase
BGC0002408	M2084	356	2.036	12.521	Fer2;Fer2_2,MoCoBD_1
BGC0002410	MG749_M2539_M2662	1042	11.385	11.385	AS-Orn_monoox_c2,Formyl_trans_N;Formyl_trans_C
BGC0002413	MG796_M2860_M2861_M2871_M2872	930	12.108	19.51	AS-AMP-binding_c48,AS-EntA_c5,AS-EntC_c0,Esterase
BGC0002413	MG797_M2791_M2868_M2869	756	-6.088	12.697	AS-EntA_c5,AS-EntC_c0,Esterase
BGC0002414	MG796_M2860_M2861_M2871_M2872	930	12.108	19.51	AS-AMP-binding_c48,AS-EntA_c5,AS-EntC_c0,Esterase
BGC0002414	MG797_M2791_M2868_M2869	756	-6.088	12.697	AS-EntA_c5,AS-EntC_c0,Esterase
BGC0002416	M1201	124	-2.166	10.906	AS-Orn_monoox_c0,Acetyltransf_8
BGC0002416	MG595_M1462_M1463	95	10.086	17.884	ACPS_c4,AS-Orn_monoox_c0,Thioesterase_c39
BGC0002417	M1049	204	19.569	19.569	AS-Orn_monoox_c0,AS-TBH_Asp_c0,Acetyltransf_8
BGC0002417	M1194	180	0.416	6.915	AS-TBH_Asp_c0,Acetyltransf_8
BGC0002417	M1201	124	-2.166	10.906	AS-Orn_monoox_c0,Acetyltransf_8
BGC0002417	M2291	114	0.659	12.915	AS-Orn_monoox_c0,AS-TBH_Asp_c0
BGC0002417	MG595_M1462_M1463	95	10.086	27.875	ACPS_c4,AS-Orn_monoox_c0,AS-TBH_Asp_c0,Thioesterase_c39
BGC0002418	M0824	110	9.323	9.323	FAD_binding_6;NAD_binding_1;Fer2,FA_desaturase
BGC0002418	M1049	204	19.569	19.569	AS-Orn_monoox_c0,AS-TBH_Asp_c0,Acetyltransf_8
BGC0002418	M1194	180	0.416	6.915	AS-TBH_Asp_c0,Acetyltransf_8
BGC0002418	M1201	124	-2.166	10.906	AS-Orn_monoox_c0,Acetyltransf_8
BGC0002418	M2291	114	0.659	12.915	AS-Orn_monoox_c0,AS-TBH_Asp_c0
BGC0002418	MG1243_M0456_M0500	95	-4.011	-2.262	AS-AMP-binding_c32,FA_desaturase
BGC0002418	MG589_M2306_M2393	718	-4.028	-2.46	AS-Orn_monoox_c0,Abhydrolase_3
BGC0002419	M1049	204	19.569	19.569	AS-Orn_monoox_c0,AS-TBH_Asp_c0,Acetyltransf_8
BGC0002419	M1194	180	0.416	6.915	AS-TBH_Asp_c0,Acetyltransf_8
BGC0002419	M1201	124	-2.166	10.906	AS-Orn_monoox_c0,Acetyltransf_8
BGC0002419	M2291	114	0.659	12.915	AS-Orn_monoox_c0,AS-TBH_Asp_c0
BGC0002419	MG595_M1462_M1463	95	10.086	27.875	ACPS_c4,AS-Orn_monoox_c0,AS-TBH_Asp_c0,Thioesterase_c39
BGC0002420	M1049	204	19.569	19.569	AS-Orn_monoox_c0,AS-TBH_Asp_c0,Acetyltransf_8
BGC0002420	M1194	180	0.416	6.915	AS-TBH_Asp_c0,Acetyltransf_8
BGC0002420	M1201	124	-2.166	10.906	AS-Orn_monoox_c0,Acetyltransf_8
BGC0002420	M2291	114	0.659	12.915	AS-Orn_monoox_c0,AS-TBH_Asp_c0
BGC0002420	MG595_M1462_M1463	95	10.086	27.875	ACPS_c4,AS-Orn_monoox_c0,AS-TBH_Asp_c0,Thioesterase_c39
BGC0002422	MG592_M2297_M2325_M2338	150	-1.786	33.423	AS-Aminotran_3_c49,AS-Condensation_c37;AS-AMP-binding_c38;AS-PP-binding_c49,AS-IBH_His_c0,AS-TBH_Asp_c0
BGC0002425	M0954	1108	-1.999	21.283	AS-Asn_synthase_c14,AS-PF13471_c2,AS-Stand_Alone_Lasso_RRE_c0
BGC0002426	M0295	198	5.836	5.836	AS-MannoseP_isomer_c2,Methyltransf_2
BGC0002426	M0714	132	7.375	7.375	AS-Abhydrolase_6,Flavin_Reduct
BGC0002426	MG1357_M1293_M1551_M1552	336	-9.109	-8.835	Flavin_Reduct,Polyketide_cyc
BGC0002426	MG1484_M0032_M2806_M2894	31	-93.284	-93.172	AS-p450_c29,Polyketide_cyc
BGC0002426	MG1523_M1029_M1031	539	14.904	14.904	AS-t2clf_c28,AS-t2clf_c39,Cyclase_polyket
BGC0002426	MG1524_M0073_M0590	631	3.673	12.961	AS-t2clf_c28,AS-t2clf_c39
BGC0002430	M0089	65	7.348	7.348	AS-Abhydrolase_6,Aldo_ket_red
BGC0002430	M0423	66	8.602	18.821	AS-AMP-binding_c21,AS-Acyl-CoA_dh_N_c20;Acyl-CoA_dh_2,Flavin_Reduct
BGC0002430	M0471	104	16.483	16.483	AS-AMP-binding_c21,AS-DegT_DnrJ_EryC1_c15,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3
BGC0002430	M0714	132	7.375	7.375	AS-Abhydrolase_6,Flavin_Reduct
BGC0002430	M0866	151	6.772	6.772	Aldo_ket_red,NUDIX
BGC0002430	M1272	330	7.271	7.271	AS-AMP-binding_c21,AS-Abhydrolase_6
BGC0002430	M1297	117	9.269	18.507	AS-AMP-binding_c21,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3,AdoMet_Synthase
BGC0002430	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-41.609	AS-AMP-binding_c21,Aldo_ket_red,NUDIX
BGC0002430	MG403_M1476_M1496_M2005	63	-41.918	-34.122	AS-Abhydrolase_6,Aminotran_1_2
BGC0002430	MG894_M2064_M2772_M2793	71	-12.631	-6.006	Aconitase,Aconitase_C,TauD_c5;TauD_c9
BGC0002431	M0089	65	7.348	7.348	AS-Abhydrolase_6,Aldo_ket_red
BGC0002431	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0002431	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0002431	MG1488_M0840_M1121	326	18.423	23.636	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0002431	MG1489_M1416_M1417	369	29.466	33.253	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,GFO_IDH_MocA_c21,Hexose_dehydrat,NTP_transferase
BGC0002431	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0002433	M2291	114	0.659	21.312	AS-Orn_monoox_c0,AS-TBH_Asp_c0,Thioesterase_c20
BGC0002433	MG589_M2306_M2393	718	-4.028	1.959	AS-Orn_monoox_c0,Thioesterase_c20
BGC0002433	MG592_M2297_M2325_M2338	150	-1.786	12.742	AS-Aminotran_3_c49,AS-TBH_Asp_c0
BGC0002438	M0314	28	5.158	5.158	Aminotran_1_2,Sugar_tr
BGC0002438	MG276_M2671_M2745_M2836	43	-20.984	-16.07	AS-p450_c27,AS-p450_c8
BGC0002438	MG403_M1476_M1496_M2005	63	-41.918	-31.435	Acetyltransf_1_c1,Aminotran_1_2
BGC0002439	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	52.213	AS-phzB_c0,AS-thio_amide_c2,Chorismate_bind_c1;GATase_c1,DAHP_synth_2_c8;DAHP_synth_2_c2,Isochorismatase_c21,PhzC-PhzF_c4,Putative_PNPOx_c5;PNP_phzG_C_c0
BGC0002440	M0097	64	9.894	9.894	Beta-lactamase,TauD_c5
BGC0002440	M1470	110	13.878	32.991	Anth_synt_I_N;Chorismate_bind_c14,DAHP_synth_2_c1,GATase_c25,Glycos_trans_3N;Glycos_transf_3,IGPS
BGC0002440	M1471	280	14.285	22.88	GATase_c25,Glycos_trans_3N;Glycos_transf_3,IGPS
BGC0002440	MG894_M2064_M2772_M2793	71	-12.631	-11.778	Aconitase,Aconitase_C
BGC0002441	M1538	296	-2.272	23.11	AS-PP-binding_c29,AS-ladderane_c25,FabA_c17
BGC0002441	MG1126_M1540_M1548	90	40.129	47.846	AS-PP-binding_c29,AS-ladderane_c23,AS-ladderane_c25,AS-t2clf_c21,AS-t2fas_c24,DSBA,FabA_c17,FabA_c2
BGC0002441	MG1127_M1539_M1553_M1584	345	12.868	44.802	4HBT_2,AS-PP-binding_c29,AS-ladderane_c23,AS-ladderane_c25,DSBA,FabA_c17,FabA_c2
BGC0002441	MG1357_M1293_M1551_M1552	336	-9.109	-5.538	AS-PP-binding_c16,Polyketide_cyc,Sugar_tr
BGC0002441	MG1887_M0366_M0416	424	-1.537	5.269	AS-PF00561,Sugar_tr
BGC0002443	M0202	64	8.01	12.207	AS-AMP-binding_c48,AS-PP-binding_c7,Flavin_Reduct
BGC0002443	M0319	44	9.144	9.144	Abhydrolase_3,LCM
BGC0002443	M0363	221	7.949	16.632	Abhydrolase_3,Aminotran_5,Trp_dioxygenase
BGC0002443	M0384	77	10.002	10.002	Abhydrolase_3,Trp_dioxygenase
BGC0002443	M0530	86	9.718	9.718	Methyltransf_2,Trp_dioxygenase
BGC0002443	M1002	179	3.713	5.271	AS-AMP-binding_c48,DAHP_synth_1
BGC0002448	M0892	181	6.366	6.366	Aminotran_1_2,His_Phos_1
BGC0002448	MG389_M1921_M1922	411	5.228	5.228	Aminotran_1_2,FMN_dh
BGC0002449	MG149_M2827_M2837_M2838	23	-25.855	-22.401	AS-p450_c26,Rieske;VanA_C
BGC0002450	M0848	88	9.632	9.632	Methyltransf_23,NTP_transferase
BGC0002451	M0244	55	6.567	49.983	AS-PKS_AT_c48;NMO,AS-hyb_KS_c29;AS-PP-binding_c42,AS-p450_c7,Formyl_trans_N;Formyl_trans_C;AS-AMP-binding_c21;AS-PP-binding_c28,KR_c28,bact-PGI_C
BGC0002452	M0434	93	9.813	19.253	APS_kinase,NAD_binding_9,PAPS_reduct
BGC0002452	M0437	179	8.37	22.535	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16,FdtA,NTP_transferase
BGC0002452	M0465	184	8.162	8.162	Bac_luciferase,Thioesterase_c35
BGC0002452	M0523	97	11.052	11.052	AS-PP-binding_c23,Thioesterase_c35
BGC0002452	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0002452	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0002452	M1068	405	6.422	6.422	Aldo_ket_red,Bac_luciferase
BGC0002452	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0002452	M1091	81	15.217	22.404	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0002452	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0002452	M1193	49	7.159	7.159	3HCDH_N;3HCDH,AS-DegT_DnrJ_EryC1_c15
BGC0002452	M1686	172	15.745	18.156	APS_kinase,Inositol_P,PAPS_reduct
BGC0002452	M2215	689	12.52	12.52	APS_kinase,PAPS_reduct
BGC0002452	MG1148_M1200_M2213	243	-0.919	5.648	APS_kinase,PAPS_reduct
BGC0002452	MG1314_M1251_M1842	399	11.441	16.74	3HCDH_N;3HCDH,AS-PP-binding_c23,Thioesterase_c35
BGC0002452	MG1357_M1293_M1551_M1552	336	-9.109	-2.3	Bac_luciferase,SnoaL_2_c24,Thioesterase_c35
BGC0002452	MG1423_M1723_M1852	74	-6.585	9.165	AS-MGT_c4,FdtA,Hexose_dehydrat
BGC0002452	MG1484_M0032_M2806_M2894	31	-93.284	-89.298	Aldo_ket_red,Bac_luciferase,Methyltransf_11_c7
BGC0002452	MG450_M0751_M2593_M2610	813	7.728	7.728	GDP_Man_Dehyd,NTP_transferase
BGC0002452	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0002452	MG476_M0463_M1027	192	9.949	9.949	AS-DegT_DnrJ_EryC1_c15,Thioesterase_c35
BGC0002453	M0099	50	9.754	9.754	FAD_binding_4;BBE,Thioesterase_c39
BGC0002453	M0206	150	8.073	8.073	Aminotran_1_2,Thioesterase_c35
BGC0002453	M0333	41	6.56	16.108	E1_dh,Thioesterase_c35,Transket_pyr;Transketolase_C
BGC0002453	MG1410_M0344_M0429_M2012_M2015	1046	-3.047	8.703	E1_dh,Transket_pyr;Transketolase_C
BGC0002453	MG1412_M0921_M2016_M2017	621	3.807	11.038	E1_dh,Transket_pyr;Transketolase_C
BGC0002453	MG476_M0463_M1027	192	9.949	9.949	AS-DegT_DnrJ_EryC1_c15,Thioesterase_c35
BGC0002453	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	54.286	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,FAD_binding_3_c37,GFO_IDH_MocA_c32;GFO_IDH_MocA_C,ROK,Shikimate_dh_N;AS-ThiF
BGC0002453	MG552_M1737_M2267_M2329	84	-24.673	-22.743	Aminotran_1_2,Biotin_lipoyl,DHquinase_II
BGC0002454	MG450_M0751_M2593_M2610	813	7.728	15.01	AS-RmlD_sub_bind_c29,GDP_Man_Dehyd,NTP_transferase
BGC0002455	M1057	188	7.04	7.04	Aldedh,Bac_luciferase
BGC0002455	M1426	46	16.821	27.651	AS-AMP-binding_c8,ECH_1_c18,ECH_1_c43,NAD_binding_2;NAD_binding_11
BGC0002455	M1631	571	7.86	7.86	Aldedh,NAD_binding_2;NAD_binding_11
BGC0002455	M1885	174	19.601	37.968	AS-Chal_sti_synt_N_c36;HMG_CoA_synt_C,AS-PKS_AT_c20,AS-t2pks2_c2,Acyl_transf_1_c7,ECH_1_c18
BGC0002455	MG1983_M1848_M1890	214	8.91	23.531	AS-t2pks2_c2,Acyl_transf_1_c7,ECH_1_c18,ECH_1_c37
BGC0002455	MG510_M0258_M0281	52	-26.516	-23.189	AS-PP-binding_c30,AS-Polysacc_synt_c7
BGC0002460	M0153	118	1.762	10.236	AS-p450_c16,AS-p450_c7
BGC0002460	M0437	179	8.37	19.806	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16,NTP_transferase,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0002460	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0002460	MG306_M0894_M1259	132	6.856	6.856	NTP_transferase,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0002461	M0278	101	7.793	7.793	Aldo_ket_red,Polyketide_cyc2
BGC0002461	M0333	41	6.56	9.841	E1_dh,Transket_pyr;Transketolase_C
BGC0002461	M0358	99	5.933	5.933	KR_c0,Sugar_tr
BGC0002461	M0514	217	7.062	7.062	KR_c12,Sugar_tr
BGC0002461	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0002461	M0932	359	6.485	6.485	Carboxyl_trans,Sugar_tr
BGC0002461	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0002461	MG1357_M1293_M1551_M1552	336	-9.109	-4.873	AS-adh_short_C2,Carboxyl_trans,Polyketide_cyc,Sugar_tr
BGC0002461	MG1410_M0344_M0429_M2012_M2015	1046	-3.047	8.703	E1_dh,Transket_pyr;Transketolase_C
BGC0002461	MG1412_M0921_M2016_M2017	621	3.807	11.038	E1_dh,Transket_pyr;Transketolase_C
BGC0002461	MG1423_M1723_M1852	74	-6.585	0.404	AS-DegT_DnrJ_EryC1_c47,Hexose_dehydrat
BGC0002461	MG1484_M0032_M2806_M2894	31	-93.284	-71.36	AS-p450_c29,Aldo_ket_red,Cyclase,Polyketide_cyc,SnoaL_4
BGC0002461	MG1488_M0840_M1121	326	18.423	23.636	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0002461	MG1489_M1416_M1417	369	29.466	42.76	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,GFO_IDH_MocA_c21,Hexose_dehydrat,NTP_transferase
BGC0002461	MG1490_M0790_M1414	198	24.625	47.271	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,AS-t2clf_c28,AS-t2clf_c39,GFO_IDH_MocA_c21,Hexose_dehydrat
BGC0002461	MG1524_M0073_M0590	631	3.673	12.961	AS-t2clf_c28,AS-t2clf_c39
BGC0002461	MG1887_M0366_M0416	424	-1.537	-1.537	Aldo_ket_red,Sugar_tr
BGC0002461	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-43.658	Aldo_ket_red,Carboxyl_trans
BGC0002461	MG450_M0751_M2593_M2610	813	7.728	20.301	AS-MGT_c0,AS-RmlD_sub_bind_c29,GDP_Man_Dehyd,NTP_transferase
BGC0002464	MG545_M2523_M2524_M2544_M2563_M2565_M2566	728	-2.771	4.416	AS-IucA_IucC_c3,Acetyltransf_8,Lys_Orn_oxgnase_c8
BGC0002464	MG547_M1280_M2554_M2621	1285	-3.467	11.261	AS-IucA_IucC_c3,Acetyltransf_8,Lys_Orn_oxgnase_c8
BGC0002466	MG704_M2882_M2883	725	2.19	20.026	AS-ATP-grasp_3_c22,AS-IucA_IucC_c13,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c10
BGC0002467	MG749_M2539_M2662	1042	11.385	11.385	AS-Orn_monoox_c2,Formyl_trans_N;Formyl_trans_C
BGC0002468	M2626	261	-0.865	13.968	Lys_Orn_oxgnase_c9,Pyridoxal_deC
BGC0002470	M1194	180	0.416	19.615	AS-Aminotran_3_c49,Acetyltransf_8,Lys_Orn_oxgnase_c9
BGC0002470	M1730	120	12.896	24.531	AS-Aminotran_3_c49,Acetyltransf_8,Lys_Orn_oxgnase_c9,Pyridoxal_deC
BGC0002470	M2626	261	-0.865	13.968	Lys_Orn_oxgnase_c9,Pyridoxal_deC
BGC0002470	MG547_M1280_M2554_M2621	1285	-3.467	7.567	Acetyltransf_8,Pyridoxal_deC
BGC0002471	MG701_M1534_M2853_M2898	304	-12.64	10.502	AS-IucA_IucC_c5,RraA-like,Sugar_tr
BGC0002473	M1683	60	-5.505	13.349	AS-EntA_c10,AS-EntC_c11
BGC0002473	MG835_M1313_M1329	584	8.476	15.836	AS-AMP-binding_c48,FAD_binding_9;SIP,Isochorismatase_c21
BGC0002474	MG796_M2860_M2861_M2871_M2872	930	12.108	13.531	AS-AMP-binding_c48,AS-EntA_c5,AS-EntC_c0
BGC0002474	MG797_M2791_M2868_M2869	756	-6.088	9.284	AS-EntA_c5,AS-EntC_c0
BGC0002475	MG757_M1438_M1452_M1836	671	1.671	11.81	AS-AMP-binding_c48,AS-IPL_c2,Chorismate_bind_c6
BGC0002476	MG796_M2860_M2861_M2871_M2872	930	12.108	30.496	4HBT_c22,AS-AMP-binding_c48,AS-EntA_c5,AS-EntC_c0,Isochorismatase_c21;AS-PP-binding_c7
BGC0002476	MG797_M2791_M2868_M2869	756	-6.088	24.939	4HBT_c22,AS-EntA_c5,AS-EntC_c0,Isochorismatase_c21;AS-PP-binding_c7
BGC0002477	M0186	141	7.038	7.038	AS-Abhydrolase_6,Polyketide_cyc2
BGC0002477	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0002477	M0514	217	7.062	7.062	KR_c12,Sugar_tr
BGC0002477	M0932	359	6.485	6.485	Carboxyl_trans,Sugar_tr
BGC0002477	MG1523_M1029_M1031	539	14.904	34.702	ABM_c0,AS-t2clf_c28,AS-t2clf_c39,Cyclase_polyket,FAD_binding_3_c46,Polyketide_cyc2
BGC0002477	MG1524_M0073_M0590	631	3.673	19.777	ABM_c0,AS-t2clf_c28,AS-t2clf_c39
BGC0002478	M0098	170	7.497	7.497	Bac_luciferase,Methyltransf_2
BGC0002478	M0296	192	6.02	6.02	FMN_red,Sugar_tr
BGC0002478	M0932	359	6.485	6.485	Carboxyl_trans,Sugar_tr
BGC0002478	M1279	59	2.264	2.264	Biotin_carb_N;CPSase_L_D2;Biotin_carb_C;Biotin_lipoyl,Carboxyl_trans,Sugar_tr
